word,tfidf_score,semantic_position,frequency,relative_frequency,sentiment_label,sentiment_score
interest rate,0.22961334462444488,0.5892402642777174,108,0.019251336898395723,Neutral,0.9994359612464905
supply chain,0.2264719914696372,0.24273835407650557,108,0.019251336898395723,Neutral,0.99458247423172
monetary policy,0.19421757288337704,0.6362226882556786,86,0.015329768270944741,Neutral,0.9981471300125122
earnings growth,0.1890851123905189,0.6311474272963296,84,0.014973262032085561,Positive,0.9921256899833679
bond yield,0.16947572797414245,0.5174379567929757,72,0.012834224598930482,Neutral,0.9999685287475586
euro zone,0.1653745145327725,0.1964396027460141,70,0.012477718360071301,Neutral,0.9988788962364197
yield curve,0.14991226786450332,0.5452564395428291,60,0.0106951871657754,Neutral,0.9999469518661499
government bond,0.1393038401679132,0.34535654175093544,54,0.009625668449197862,Neutral,0.9965037107467651
gdp growth,0.1336562546255465,0.7797052153464006,50,0.008912655971479501,Neutral,0.7477681636810303
rate hike,0.12831000444052465,0.6209422317928234,48,0.008556149732620321,Positive,0.9932088255882263
equity return,0.1256368793480137,0.2528407293179433,47,0.00837789661319073,Neutral,0.9733933806419373
global growth,0.1244263163391032,0.5924045655863159,48,0.008556149732620321,Positive,0.9999988079071045
growth inflation,0.11273751093195243,1.0,40,0.0071301247771836,Neutral,0.8473119139671326
fixed income,0.11273751093195243,0.4189818448199774,41,0.00730837789661319,Neutral,0.9997285008430481
real estate,0.10922481189819062,0.2091291168604092,39,0.006951871657754011,Neutral,0.9969567060470581
risk asset,0.10082290329063749,0.1764049053979565,36,0.006417112299465241,Negative,0.5332469940185547
asset class,0.08627432578851092,0.15689836484004663,30,0.0053475935828877,Neutral,0.9999366998672485
inflation rate,0.08627432578851092,0.9841300118260672,30,0.0053475935828877,Neutral,0.9975864887237549
growth slow,0.08497654590113116,0.6421740196354746,27,0.004812834224598931,Negative,0.9994456171989441
rate rise,0.08398753472233847,0.7061679084186214,29,0.00516934046345811,Neutral,0.6395936608314514
policy rate,0.0776038370164483,0.4912407263567661,25,0.004456327985739751,Neutral,0.9999505281448364
tighter monetary,0.07461907405427722,0.5749490278508155,25,0.004456327985739751,Negative,0.9525911211967468
yield rise,0.07461907405427722,0.6164275606546322,25,0.004456327985739751,Positive,0.9997935891151428
presidential election,0.07238742798985247,0.171606810334833,23,0.00409982174688057,Neutral,0.9938230514526367
investment grade,0.07221737955129838,0.3297187677493181,24,0.0042780748663101605,Neutral,0.9960475564002991
real asset,0.0697899093203335,0.2265895319819419,23,0.00409982174688057,Neutral,0.9952768087387085
european equity,0.06733554566260824,0.2321357329426036,22,0.00392156862745098,Neutral,0.9994810223579407
real yield,0.06733554566260824,0.5222678920409287,22,0.00392156862745098,Neutral,0.9986405968666077
rising inflation,0.06733554566260824,0.9035325213944199,22,0.00392156862745098,Neutral,0.5616357326507568
real rate,0.0654582042585377,0.46726002169880604,21,0.0037433155080213902,Neutral,0.9994165897369385
credit spread,0.06485306968295382,0.2716026348375645,21,0.0037433155080213902,Neutral,0.9946030974388123
energy price,0.06358104252076122,0.4977392401832007,20,0.0035650623885918,Neutral,0.9973926544189453
china growth,0.062341146912893046,0.5639696406507562,20,0.0035650623885918,Positive,0.9999947547912598
fiscal monetary,0.062341146912893046,0.6966211439954209,20,0.0035650623885918,Neutral,0.9804283976554871
europe japan,0.062341146912893046,0.10576266076803437,20,0.0035650623885918,Neutral,0.9983000159263611
real gdp,0.05979831007857377,0.6035266054674754,19,0.0033868092691622105,Neutral,0.8008171319961548
tighter monetary policy,0.05979831007857377,0.607642734230059,19,0.0033868092691622105,Negative,0.9953763484954834
global equity,0.05979831007857377,0.24561294090099736,19,0.0033868092691622105,Neutral,0.998724639415741
government bond yield,0.05979831007857377,0.5559794739238975,19,0.0033868092691622105,Neutral,0.9999743700027466
chain bottleneck,0.05979831007857377,0.29088853228544065,19,0.0033868092691622105,Negative,0.5922721028327942
supply chain bottleneck,0.05979831007857377,0.3747933083702237,19,0.0033868092691622105,Negative,0.9996258020401001
equity valuation,0.05913902653803442,0.30669605085648954,18,0.0032085561497326204,Neutral,0.9997639060020447
